"","Title","ID","Gender","Identity","IQ","MedDept","Success"
"3238","a8e404af","20c9d33d","Male","Secret",104,"11708",TRUE
"3239","2d96885d","6d01dccd","Male","Secret",106,"75835",TRUE
"3240","54e7f503","1bf6b3e0","Male","No Dual",108,"54589",TRUE
"3241","e401a63","1f1b9dc3","Male","Public",96,"86119",TRUE
"3242","ca232eb1","2b8405d9","Female","Secret",115,"96035",TRUE
"3243","6744fbd7","a11b0a53","Male","No Dual",103,"73899",TRUE
"3244","99430b0b","5c21fa05","Male","Secret",104,"96035",TRUE
"3245","40f47171","742258a2","Male","Public",115,"13873",TRUE
"3246","8293ec5c","9a6d5847","Male","Secret",98,"75835",TRUE
"3247","a49f0c55","813b659b","Male","Secret",94,"54589",TRUE
"3248","3a02a3af","27ab7025","Female","No Dual",102,"73899",TRUE
"3249","495982f8","9054f0e2","Male","Public",104,"20398",TRUE
"3250","fdbdcb9d","7815143b","Male",NA,108,"96035",TRUE
"3251","fdd5c572","ff0a6013","Male","Public",99,"11708",TRUE
"3252","6929ca8a","518c1b92","Male","Secret",106,"50842",FALSE
"3253","3b4afa4","8c631848","Male","No Dual",111,"69331",TRUE
"3254","878e1ffb","65e9d610","Male","Public",102,"23483",TRUE
"3255","140c54b3","e1b89e81","Male","Secret",101,"24632",TRUE
"3256","ad3e2aa7","77d5d96f","Male","No Dual",105,"96633",TRUE
"3257","34c07815","d58e79f8","Male",NA,99,"50842",TRUE
"3258","314a987f","4d104f39","Male","Secret",104,"86119",TRUE
"3259","f0eb887a","8dbd54e","Male","No Dual",112,"11708",TRUE
"3260","ec49560d","4b7a3103","Male","Secret",116,"74627",TRUE
"3261","461be627","fa2b35ff","Male","Public",78,"50842",TRUE
"3262","e402f6d4","bc3cd65","Male","Public",98,"75835",TRUE
"3263","f8d3b96c","a00fcee6","Male","Public",110,"86119",TRUE
"3264","18e5edcc","d8ea8085","Male","No Dual",95,"13873",TRUE
"3265","a192ffc5","5ab275ac","Male","Secret",128,"86119",TRUE
"3266","a6b5c119","36f39508","Male","Secret",105,"96035",TRUE
"3267","d3224cd0","c7ab177","Male",NA,112,"76501",TRUE
"3268","cc7c1204","65293b25","Male","Public",100,"39943",TRUE
"3269","cffeab57","32c11b7b","Male","Secret",108,"69764",TRUE
"3270","f9ccf75e","824906b","Male","No Dual",95,"86119",TRUE
"3271","3309b5f6","f96f2448","Male","Secret",98,"75835",TRUE
"3272","eacdc21d","4b6503f8","Male","Secret",96,"39943",TRUE
"3273","89518e13","eb592c6f","Male","Secret",97,"75835",TRUE
"3274","f1f12316","67592592","Male","Public",109,"23483",TRUE
"3275","b165a00c","d61d34bf","Male","Secret",97,"50588",TRUE
"3276","5e0f218","d99da1d","Male","No Dual",108,"69331",TRUE
"3277","4830e3d","c87f26e2","Male","Secret",106,"54589",FALSE
"3278","319b05e4","638342","Male","Public",93,"19550",FALSE
"3279","58914ea4","850d94b2","Male","No Dual",83,"86119",TRUE
"3280","c4e43334","6ecb40c8","Male","Public",100,"75835",TRUE
"3281","294bdd5","e72e0547","Male","Secret",91,"24632",TRUE
"3282","83875637","b2ac8ccd","Male","No Dual",106,"76501",TRUE
"3283","658153e2","183c2585","Female",NA,101,"96035",TRUE
"3284","627d91a2","f00c6881","Male","No Dual",94,"54589",TRUE
"3285","4969b125","9bc515df","Female","No Dual",127,"20398",TRUE
"3286","6b4bd264","4d69ac13","Female",NA,99,"13873",TRUE
"3287","a5318628","25bd7e40","Female","No Dual",104,"96633",TRUE
"3288","43cabf98","1e5664f7","Male","Secret",107,"86119",TRUE
"3289","be21fd75","36b95c26","Female","Secret",110,"54589",TRUE
"3290","7ab6cc9f","fdf92f5b","Male","Secret",96,"75835",TRUE
"3291","5be11a5b","94d2210e","Male","Secret",102,"75835",TRUE
"3292","dacf9281","9222cb14","Female","Public",116,"20398",TRUE
"3293","f56f5fe0","99179c8f","Female","No Dual",90,"54589",TRUE
"3294","9cf7764c","f1ea2f8","Female","No Dual",106,"19550",TRUE
"3295","8efcd7fc","f68037a2","Female","Public",95,"19550",TRUE
"3296","413cc267","2c3ea3f4","Male","Secret",108,"69331",FALSE
"3297","2f5523ce","54f70207","Female",NA,105,"96633",TRUE
"3298","ec13e238","7b606cd1","Female","Public",110,"73899",TRUE
"3299","7ed0e91b","65a1e930","Female","Public",104,"73899",TRUE
"3300","2ff41ab5","aa8a86ee","Male","No Dual",108,"13873",TRUE
"3301","5cf285f8","3a5afb66","Female","No Dual",106,"86119",FALSE
"3302","79530436","efa35052","Male","Public",112,"23483",TRUE
"3303","d7438e48","39c4faa","Female",NA,100,"20439",TRUE
"3304","43d77bb1","167e831f","Female","Secret",90,"76501",TRUE
"3305","67309cf5","4b8f1708","Male",NA,94,"96035",FALSE
"3306","7817d0ec","e0da4af2","Female","No Dual",104,"13873",TRUE
"3307","aa8fb1ec","44834b72","Male",NA,95,"69764",TRUE
"3308","a614c248","69e6a07e","Female","Secret",94,"69331",TRUE
"3309","1a1058b8","f5717e47","Female","Secret",99,"96035",TRUE
"3310","7188e9f2","230c552b","Male","Public",87,"20439",TRUE
"3311","21391dc9","d75549fd","Male","Secret",100,"20439",TRUE
"3312","95c2817b","f18a58b5","Male","Public",106,"96633",TRUE
"3313","e88ba128","1f861763","Male","Public",108,"13873",TRUE
"3314","ea473ac7","3d6c4553","Male","Secret",128,"24632",TRUE
"3315","b21932b8","3e78d8be","Male","No Dual",105,"76501",TRUE
"3316","13b9c047","14559a96","Male",NA,99,"13873",TRUE
"3317","8ee1877b","ae22a763","Male",NA,92,"23483",TRUE
"3318","71d15f47","80860914","Male","Public",82,"24632",TRUE
"3319","328e3dad","64921b2f","Male",NA,95,"20439",TRUE
"3320","e355c13","c4e67706","Male","Public",106,"76501",TRUE
"3321","28798082","6d3c7b4a","Male","Secret",79,"13873",FALSE
"3322","2d3fb8e7","4bd6f7b0","Male","Secret",102,"24632",TRUE
"3323","ac1ab09e","41590ef3","Male","Secret",107,"11708",TRUE
"3324","6b3f60bb","b5161b1a","Female","Public",85,"54589",TRUE
"3325","e6d0d430","e2f440c6","Male","Public",100,"74627",TRUE
"3326","41e98780","a1e11305","Male",NA,106,"73899",TRUE
"3327","97e12f6a","a2cd3760","Male","Secret",95,"86119",FALSE
"3328","5a642cfb","76c27b96","Male",NA,103,"11708",TRUE
"3329","cc8b6b17","39c18530","Female","No Dual",110,"96035",TRUE
"3330","59f43410","fd94a893","Male","Public",111,"54589",FALSE
"3331","eb89dee2","b97f5a42","Female","Public",99,"50842",TRUE
"3332","6e68a75a","47b74514","Female","Secret",100,"75835",FALSE
"3333","e1923657","30fe041e","Male","Secret",101,"19550",TRUE
"3334","fae1edad","26fd5603","Female",NA,112,"20439",TRUE
"3335","d00cc316","e8b03da5","Female","Public",83,"20398",TRUE
"3336","f15cdf69","f403b51a","Male","Secret",105,"20398",TRUE
"3337","75e49f59","82fec155","Female","Secret",105,"11708",TRUE
"3338","995a0cc5","aa74e9c6","Male","No Dual",88,"86119",TRUE
"3339","d3ec68e3","13fe884d","Female","Secret",88,"20398",TRUE
"3340","4c1fb5e9","2e05476","Male","No Dual",107,"69764",TRUE
"3341","970809b","3f4e9dc3","Male","No Dual",104,"86119",TRUE
"3342","c2337816","4434c92","Male","No Dual",121,"20439",FALSE
"3343","619e7276","ce8a4960","Female","Secret",109,"19550",TRUE
"3344","185f3465","848c1f73","Male","No Dual",99,"73899",TRUE
"3345","b2de096d","3ce9a57c","Male",NA,112,"69764",TRUE
"3346","d4c87c04","57d03acd","Male","Public",89,"39943",TRUE
"3347","f27ba679","b7b33da4","Male","Secret",75,"23483",TRUE
"3348","ba0e9160","1f613eaf","Female","Secret",109,"96633",TRUE
"3349","48fd9390","3da69a16","Male","Secret",102,"69331",TRUE
"3350","efd3cfdd","2e4fc368","Male",NA,119,"54589",TRUE
"3351","88eb3de0","ece2e133","Male",NA,96,"50588",TRUE
"3352","13970a0","9550fcd3","Female","Secret",104,"19550",TRUE
"3353","3f46d323","1a7279c2","Female","Public",111,"20439",TRUE
"3354","d0ecb720","dea30878","Female","No Dual",103,"54589",TRUE
"3355","73a8191c","29606b4d","Male",NA,103,"86119",FALSE
"3356","c56d6e44","70106808","Male","Public",100,"74627",TRUE
"3357","691cdee7","3bef2ea3","Male","No Dual",104,"69331",TRUE
"3358","68f1040b","3390dbee","Male","Secret",113,"96633",TRUE
"3359","e662e8f9","92e1d4a6","Female","Public",97,"39943",TRUE
"3360","5517cd09","17450183","Male","Public",93,"96633",TRUE
"3361","d1686b4d","867fa086","Female","Public",66,"96633",TRUE
"3362","272e7f50","fdb97b10","Male",NA,112,"50588",FALSE
"3363","8e532ba2","18915c1e","Male","Public",104,"69764",TRUE
"3364","5cc67497","a250c726","Male","Secret",104,"54589",TRUE
"3365","34799fd4","3cd5745e","Male","Secret",96,"69764",TRUE
"3366","b66442aa","bb943311","Male","Secret",113,"96633",TRUE
"3367","ef999365","60e940d8","Male","Public",124,"96633",TRUE
"3368","c6fe8d99","66fd85e6","Female","No Dual",122,"11708",TRUE
"3369","257dc53f","d7019fb3","Male","Public",107,"74627",TRUE
"3370","12d89e42","19ad06d3","Male","Secret",85,"69331",TRUE
"3371","6176b8e9","3a874051","Male","Secret",113,"39943",TRUE
"3372","f52b3375","8acf733f","Male",NA,102,"19550",TRUE
"3373","b99687b3","ce482199","Male","No Dual",93,"19550",TRUE
"3374","4d945b06","e57fd8d4","Female","Public",104,"24632",TRUE
"3375","e5bf6114","775b9730","Female","Secret",98,"96035",TRUE
"3376","e8ba893b","9b9117c8","Male","Secret",87,"76501",TRUE
"3377","bd17af41","9ff9ccc4","Male",NA,99,"75835",TRUE
"3378","7851f26e","e73f07e6","Male","Secret",117,"86119",TRUE
"3379","3d85ea13","30042100","Male","Public",100,"20439",TRUE
"3380","9b4842a8","c028b9b8","Male","No Dual",90,"54589",TRUE
"3381","57c91b3a","5ee07095","Male","No Dual",95,"24632",TRUE
"3382","a2ab134","9d1c2230","Female","No Dual",137,"19550",TRUE
"3383","c1660bd8","4ccd70f9","Male",NA,88,"23483",TRUE
"3384","68076c84","361143fe","Male","Secret",101,"20439",TRUE
"3385","7a4e00f6","2beefddb","Female","Public",108,"76501",TRUE
"3386","f4b8f6df","f7fc6e46","Female","Public",106,"96633",TRUE
"3387","6c13fe6c","495f2798","Male",NA,115,"76501",TRUE
"3388","8d98a68f","2c4b9702","Male","Secret",84,"13873",TRUE
"3389","c0230dbc","f721df55","Male",NA,91,"96035",FALSE
"3390","4c9d0d86","ce009e82","Male","Secret",108,"96035",TRUE
"3391","fe0d3a96","d6a335a8","Male","Public",86,"96035",FALSE
"3392","2a3b8231","4920e7cf","Male","Secret",92,"20398",TRUE
"3393","4498f79","11f5ad5a","Male","No Dual",105,"11708",TRUE
"3394","51799d53","101ededd","Male",NA,105,"86119",TRUE
"3395","f9378ec1","b14da9c4","Male","Secret",120,"69764",TRUE
"3396","d0754d4f","3f5dd067","Female","No Dual",89,"19550",TRUE
"3397","274f82c4","864d09e2","Male","Public",94,"50842",TRUE
"3398","1df7f260","34ff46ca","Female","Secret",96,"75835",TRUE
"3399","f0d1052e","729b0498","Female","Public",100,"54589",TRUE
"3400","e4f324ae","bd19ca0","Male","Public",86,"39943",TRUE
"3401","89227e04","1eb34ef0","Female","No Dual",107,"75835",TRUE
"3402","8a43a33e","96889ce8","Female","Secret",94,"19550",TRUE
"3403","cb331267","dd1d1d09","Male","Secret",98,"23483",TRUE
"3404","e3e93e39","6be47fae","Male","Public",101,"76501",FALSE
"3405","e58bf29e","d4ad9ded","Female","Secret",84,"19550",TRUE
"3406","8299ca7f","985aa656","Female","No Dual",107,"23483",FALSE
"3407","a85b1e58","4295771e","Female","No Dual",99,"24632",TRUE
"3408","994ff112","c4198430","Male","Secret",92,"24632",TRUE
"3409","a00b91d5","82ac00a0","Male","No Dual",113,"11708",TRUE
"3410","538b043d","485fce3d","Female","Secret",109,"76501",TRUE
"3411","ea302f2a","1123e95d","Female","No Dual",90,"69764",TRUE
"3412","b2014859","51bc2e78","Male",NA,97,"13873",TRUE
"3413","37329a31","ebc90064","Female",NA,97,"11708",TRUE
"3414","17d1a727","c33684d2","Male","Public",104,"20439",TRUE
"3415","858c3486","6438a731","Male","Secret",98,"76501",FALSE
"3416","d00f20ad","28816b4","Male",NA,114,"75835",FALSE
"3417","e24bd1ed","a01aecb5","Male","Secret",72,"76501",TRUE
"3418","882bd785","d8f464d6","Male","Secret",106,"69764",TRUE
"3419","ac243d90","ac5e2d9a","Male","Secret",105,"69331",TRUE
"3420","c5f53271","3107150c","Male",NA,92,"50842",TRUE
"3421","14643183","afc7f1a0","Female","Public",103,"11708",FALSE
"3422","8977e026","79d62c37","Female","Public",100,"96035",TRUE
"3423","69c62ed9","d46ab6c","Female","No Dual",98,"54589",TRUE
"3424","39a1b585","ea80643f","Male","Public",87,"75835",TRUE
"3425","f80fbe41","f18e5ce7","Female","Secret",96,"74627",TRUE
"3426","770c84c8","d7cc9be3","Male","Public",101,"54589",TRUE
"3427","ced74334","2bf5723d","Male","No Dual",117,"96633",TRUE
"3428","92ab3be8","595b9969","Male","Secret",93,"96633",TRUE
"3429","6c4761da","27e05e59","Male","No Dual",106,"74627",TRUE
"3430","da8bc659","36942fec","Male",NA,99,"69331",TRUE
"3431","18e30119","13c20215","Male","Public",89,"96035",TRUE
"3432","890331ff","5210b363","Male","Public",103,"24632",TRUE
"3433","335914ac","588042eb","Male","No Dual",97,"50588",TRUE
"3434","7cc4d734","1c5ecfbd","Male","Public",95,"96035",TRUE
"3435","e5d5ea58","88d627db","Male","No Dual",96,"11708",TRUE
"3436","f1ac14b4","f32ec9ad","Male","Secret",108,"23483",TRUE
"3437","47303e5c","aab0b260","Female","Public",98,"50588",TRUE
"3438","e83a6c41","9d9d6c3e","Female","Secret",102,"96633",TRUE
"3439","bc29ea70","e7511775","Female","Public",93,"19550",TRUE
"3440","3c5d0add","7229ee1b","Female","No Dual",91,"23483",TRUE
"3441","b42dc9c0","62fbd13c","Male","Secret",94,"11708",TRUE
"3442","c5e38c10","d46392a3","Female","Secret",101,"23483",TRUE
"3443","76269aaf","f6649333","Male","Secret",99,"13873",TRUE
"3444","5532401c","c1008df7","Male","Public",114,"96035",TRUE
"3445","6aed15da","175e8093","Male","Public",95,"96035",FALSE
"3446","238a4fe5","481c3e39","Female","Secret",102,"20439",TRUE
"3447","99c4b2b9","847af1cf","Female","Secret",96,"74627",TRUE
"3448","e3541ba8","541866ee","Male",NA,78,"69331",TRUE
"3449","3742445f","5c4a8aad","Male",NA,106,"11708",TRUE
"3450","272b1647","d4fc5fcc","Female",NA,87,"24632",FALSE
"3451","5a4d059e","85c715f5","Male",NA,114,"20439",TRUE
"3452","25d4217","83369c54","Male","Public",83,"11708",TRUE
"3453","6247fdd9","1356573c","Female","No Dual",93,"39943",TRUE
"3454","99c664cc","2614bc6c","Female","No Dual",110,"73899",TRUE
"3455","b1ae2f8e","9122d2c0","Female","Public",107,"20398",TRUE
"3456","3c0e3a86","9d518c3c","Male","Public",96,"74627",TRUE
"3457","65953a3c","5deb9009","Female","No Dual",108,"73899",TRUE
"3458","97de353c","a1ec2e39","Male","Secret",84,"23483",TRUE
"3459","69f33ea4","7f555e85","Male","Public",105,"75835",TRUE
"3460","a2ac2eed","18efb95c","Male",NA,89,"13873",TRUE
"3461","55959f69","df15a93d","Female","Public",107,"73899",TRUE
"3462","54b71607","81f9d4cd","Male","No Dual",114,"39943",TRUE
"3463","86a455c9","201ad86b","Male","No Dual",95,"86119",TRUE
"3464","1057914d","1e066660","Male","No Dual",102,"39943",TRUE
"3465","84b1630d","12f79e13","Female","Public",98,"19550",TRUE
"3466","4bdca0f9","268f0b65","Male","Secret",113,"20439",FALSE
"3467","96a23585","395e2f29","Male","Public",109,"76501",TRUE
"3468","f2826466","e398318e","Male","Secret",124,"39943",TRUE
"3469","6acef0a2","73bc5d90","Male","No Dual",108,"69331",TRUE
"3470","340d8b9e","f549324e","Male","Public",105,"23483",TRUE
"3471","e35dd195","7e722be7","Male","Secret",89,"23483",TRUE
"3472","28cf03a1","61b18937","Female","Secret",100,"50842",TRUE
"3473","fad70ae5","1922fc2a","Female","No Dual",84,"23483",FALSE
"3474","c7a98905","2ae44d24","Male","Secret",75,"73899",TRUE
"3475","93f899df","3f28f18f","Male","Public",108,"11708",TRUE
"3476","af553d66","f9553b3a","Male","No Dual",82,"19550",TRUE
"3477","81df7f8b","4e0e4a8d","Male",NA,101,"69331",TRUE
"3478","26ded449","c0116165","Male","Public",106,"73899",TRUE
"3479","c020c145","892d8311","Male","Public",105,"96633",TRUE
"3480","3a3ac6de","893f9ff4","Male",NA,76,"11708",TRUE
"3481","1f5d905f","9675afbc","Male",NA,96,"54589",TRUE
"3482","21b155dd","7b61d153","Male","Public",114,"50842",TRUE
"3483","205a38a7","560cc711","Male","Public",95,"74627",FALSE
"3484","83b279df","1706bce3","Male","Public",102,"50588",TRUE
"3485","84b9d978","98afd147","Male","No Dual",105,"69331",TRUE
"3486","daa3e276","4cdf2cca","Male","Public",94,"24632",FALSE
"3487","2798ca98","4c866bad","Male",NA,101,"74627",TRUE
"3488","764e183","260dcad8","Male","No Dual",103,"39943",TRUE
"3489","73b305be","32daed3f","Male","Secret",95,"11708",TRUE
"3490","50598533","4e799d6b","Male","Public",102,"74627",TRUE
"3491","75447668","579e20ac","Male","Public",93,"39943",TRUE
"3492","c718f912","791bd89e","Male","Public",125,"11708",TRUE
"3493","9d54fee2","34d37995","Male","Public",102,"39943",TRUE
"3494","94c161c9","3a3b9b8","Male","Public",95,"11708",TRUE
"3495","d6454923","9b70dc3e","Male","Public",108,"50842",FALSE
"3496","46730b14","fae759de","Male",NA,96,"13873",TRUE
"3497","d5e3592a","694f8fe9","Male","Public",99,"13873",TRUE
"3498","48bd6a91","a9b21814","Male","Public",104,"11708",TRUE
"3499","141cc94f","61cee96d","Male","Secret",100,"19550",TRUE
"3500","bb9084f5","a523dfd0","Male","Secret",107,"39943",TRUE
"3501","d7c8be4a","253a7ec","Male","Public",106,"19550",TRUE
"3502","c46c8f84","1b72de47","Male","Public",100,"69764",TRUE
"3503","a66eb873","ad51c05","Male","No Dual",80,"75835",TRUE
"3504","c023bcd2","a29471e9","Male","Secret",110,"19550",TRUE
"3505","ea29478e","1c15461e","Male","Public",93,"86119",TRUE
"3506","3d4a84e5","6b830175","Male","Public",114,"11708",FALSE
"3507","5bc87e0","69c60433","Male","Public",94,"20439",TRUE
"3508","a6625030","f8eea81f","Male","No Dual",90,"73899",TRUE
"3509","5f08802","c33c33e1","Male",NA,95,"50588",TRUE
"3510","7b3677be","ef14a68","Male","Public",95,"23483",TRUE
"3511","e219fcb7","3fbc772d","Male","No Dual",90,"13873",TRUE
"3512","2a46e2e5","27514061","Male","Public",94,"75835",TRUE
"3513","f57d2fd4","274528df","Male","No Dual",107,"69764",TRUE
"3514","2ed1ba87","8722ee5b","Male","Public",85,"24632",TRUE
"3515","24571a87","9c4d95f1","Male","Secret",87,"50842",TRUE
"3516","c8f9aa15","e14dd984","Male",NA,97,"24632",FALSE
"3517","2362246","99f840c7","Male","Secret",94,"69764",TRUE
"3518","82409e07","78fab90","Male","No Dual",116,"24632",TRUE
"3519","597af813","cda3e62f","Male","Secret",89,"74627",TRUE
"3520","91ffdc6e","5cd96cbb","Male","No Dual",107,"11708",TRUE
"3521","e3f5f2e2","b9292b5c","Male","No Dual",92,"76501",FALSE
"3522","6f0fbd71","55721e8d","Male","Public",115,"74627",TRUE
"3523","c5967a30","130d6a32","Male","No Dual",102,"20398",TRUE
"3524","895939f","66e8c755","Male","Secret",101,"20439",TRUE
"3525","94c6dc6a","f614f504","Male","Public",110,"86119",TRUE
"3526","fe88c7e0","97cad5a2","Male","Secret",91,"50588",TRUE
"3527","cada104d","66cd5e65","Male",NA,111,"96035",FALSE
"3528","acb0ebe5","8ae6e104","Female","Secret",91,"50842",TRUE
"3529","55b49c","d4f7c564","Male","No Dual",84,"96633",TRUE
"3530","8f783dfc","3079ca60","Male",NA,100,"11708",TRUE
"3531","4a8f71d0","abb34581","Male","Secret",98,"73899",TRUE
"3532","62020b69","9c155624","Male","No Dual",102,"20398",TRUE
"3533","2000aff7","ef98662d","Male","Public",99,"20398",TRUE
"3534","4034fdd0","4bb69293","Male",NA,94,"11708",TRUE
"3535","58f2cf56","1ac18640","Male","Public",101,"19550",TRUE
"3536","a057e85d","dc341be7","Male","Secret",94,"11708",TRUE
"3537","79ef8880","67a3eb9d","Male","Secret",99,"23483",TRUE
"3538","3cde16f2","98f0d417","Male",NA,89,"54589",TRUE
"3539","76d9d2c2","a519738d","Male","Public",105,"23483",FALSE
"3540","8f1ee05d","76278fa8","Male","No Dual",85,"54589",TRUE
"3541","7b47e056","9970db64","Male","No Dual",96,"23483",FALSE
"3542","92dcb634","54120b36","Male","No Dual",106,"50842",TRUE
"3543","8f5b8fc9","f285b8a9","Male","No Dual",94,"11708",TRUE
"3544","1d8e0bf2","b834ac61","Male",NA,86,"96035",TRUE
"3545","1ee162eb","3f8247b5","Male",NA,109,"96035",TRUE
"3546","922e993d","6db7a3af","Male","Public",88,"76501",TRUE
"3547","9691d201","fad63aa7","Male","Public",105,"96633",TRUE
"3548","b79d3892","44253c8a","Male","Secret",102,"50588",TRUE
"3549","58814712","34f4da5e","Male","Public",80,"20398",TRUE
"3550","e6dc3db5","459d01c4","Male",NA,108,"20398",TRUE
"3551","776768f7","99f2edf2","Male","No Dual",100,"74627",TRUE
"3552","a352f865","ed8a8857","Male","No Dual",94,"13873",TRUE
"3553","767cf0aa","a03a4916","Male","Secret",108,"86119",TRUE
"3554","2fc79f7d","3e0dcbe8","Male","Secret",93,"73899",TRUE
"3555","139f04bf","86c9e690","Male",NA,107,"86119",TRUE
"3556","d8ebb620","759d9bf","Male","Public",104,"20398",TRUE
"3557","227132a8","98b4321d","Male","Public",103,"50842",TRUE
"3558","478a7dc5","5418b7cf","Male","Public",102,"76501",TRUE
"3559","4a6c8a71","a6b3ed99","Male","Public",107,"20439",TRUE
"3560","ee107621","10949046","Male","Public",105,"19550",TRUE
"3561","b4726344","4224c1e1","Male","Secret",105,"69331",TRUE
"3562","51cb619d","545b2a99","Male","Public",102,"73899",TRUE
"3563","29e1d75f","3b9ae122","Male","Secret",91,"19550",TRUE
"3564","20aa7283","3da12675","Male",NA,98,"50842",TRUE
"3565","e2dbb2d2","a8fda0d3","Male","Secret",114,"96633",FALSE
"3566","a2f42b10","d10be5a4","Male","Public",90,"75835",TRUE
"3567","892672e","e381888b","Male","No Dual",67,"11708",TRUE
"3568","b00ad29","de68928c","Male","Secret",100,"11708",TRUE
"3569","93b732df","403b964e","Male","Secret",110,"13873",TRUE
"3570","7a743354","ec36ec0d","Male","Secret",102,"96633",TRUE
"3571","793ad925","e924737a","Male",NA,111,"73899",TRUE
"3572","896aa7f","a88d2003","Male",NA,104,"69764",TRUE
"3573","45878f08","6d4fb316","Male","Public",98,"76501",TRUE
"3574","6f99bbca","808d0ee","Male","Public",99,"39943",TRUE
"3575","2c51cf9f","5a3e5312","Male",NA,92,"75835",TRUE
"3576","bd7e7d06","91ce5c46","Male","No Dual",96,"76501",TRUE
"3577","8dd27de4","3b6f4084","Male","Public",100,"86119",TRUE
"3578","d1743050","cf48334b","Male","Secret",101,"76501",TRUE
"3579","35a8a4b7","f4c9916c","Male",NA,79,"20398",TRUE
"3580","2fd2099d","31e84f43","Male","Secret",89,"54589",TRUE
"3581","915eaaec","a2fab567","Male","Secret",99,"13873",TRUE
"3582","fbbd7094","7dde61a5","Male","Public",95,"76501",TRUE
"3583","7622f283","73ac268c","Male","Secret",103,"69764",TRUE
"3584","a3782458","93b16a18","Male","Public",92,"24632",TRUE
"3585","8b5335d","f9cf3627","Male","Public",89,"24632",TRUE
"3586","d55838a9","1d44ddf1","Male","Secret",96,"20439",TRUE
"3587","be26f698","6692ee26","Male","No Dual",102,"50842",TRUE
"3588","df898cae","ecb121e","Male","Public",112,"50588",TRUE
"3589","7cf2dcac","1a30ef05","Male","No Dual",102,"76501",TRUE
"3590","585489c1","d113f3ef","Male","Public",95,"54589",FALSE
"3591","71f87269","b876551a","Male","Secret",98,"96633",TRUE
"3592","2bb0f241","1f3f4106","Male",NA,101,"20398",TRUE
"3593","fc4a65dc","a78e9439","Female","Public",92,"74627",TRUE
"3594","a00efb0f","2116bd68","Male","Secret",100,"23483",FALSE
"3595","3e293197","6cce97c2","Male","Public",102,"50842",TRUE
"3596","776b9151","21f0351c","Male","Public",112,"74627",TRUE
"3597","3de8f7c6","e01cb23","Male","Public",89,"24632",TRUE
"3598","7f87499b","c95c2b4c","Female",NA,118,"50588",TRUE
"3599","f4c520c3","68437393","Female","Secret",117,"19550",TRUE
"3600","66a396a9","4969b9fe","Male",NA,77,"20439",TRUE
"3601","2468942","784073ef","Female",NA,114,"96633",TRUE
"3602","16809dff","2aa72fd7","Male","No Dual",112,"20439",TRUE
"3603","354f2641","34b0aa71","Male","Public",103,"23483",TRUE
"3604","6fd10713","8677bac1","Male","Public",101,"13873",TRUE
"3605","fec46e5a","6e635dba","Female","Secret",94,"50842",TRUE
"3606","46f3d244","7496141f","Male","Secret",92,"50588",TRUE
"3607","cb5906c4","94d41583","Male","Secret",101,"75835",TRUE
"3608","5799239","242d6865","Male","No Dual",87,"13873",TRUE
"3609","1937e623","d79bfb6a","Male","No Dual",106,"20398",TRUE
"3610","e6debd8e","86b7d1f3","Male","Public",108,"20398",TRUE
"3611","446f279d","4674cf9d","Male","Public",110,"20398",TRUE
"3612","e32eaef7","8d6d6a70","Male",NA,109,"50588",TRUE
"3613","a4abb818","3461b4e","Male",NA,88,"24632",TRUE
"3614","fff94e98","9c9c0451","Male","Secret",81,"54589",TRUE
"3615","66f4d492","a590483c","Male","No Dual",116,"96633",TRUE
"3616","b141b665","41f133f3","Male","Secret",86,"23483",TRUE
"3617","57dbacda","f08b5bf0","Female","Secret",98,"23483",TRUE
"3618","c67707a8","cb462af0","Female",NA,92,"20439",TRUE
"3619","93a936eb","f861c935","Female",NA,94,"86119",TRUE
"3620","a3456802","5061512a","Female","Public",112,"96035",TRUE
"3621","3fe8b63d","15a27a99","Male","Secret",83,"11708",TRUE
"3622","8dbb8697","8b4c6ac2","Female","Secret",101,"96035",TRUE
"3623","9caa3276","471dbd0e","Female","No Dual",99,"11708",TRUE
"3624","a78617e4","df7303a0","Female","Secret",102,"23483",TRUE
"3625","f0ae9ced","5726499e","Female","Secret",88,"20398",TRUE
"3626","81d09ea4","440c63ee","Female",NA,126,"20398",TRUE
"3627","8f4d5eb8","f85db85e","Male","Secret",108,"69764",TRUE
"3628","4e22964b","9d982517","Male",NA,84,"75835",TRUE
"3629","9ec7a35d","369d6504","Male","Secret",102,"20439",TRUE
"3630","d23716a6","2ad7f3af","Male","Secret",92,"76501",FALSE
"3631","5f055954","e9c0025c","Female","Public",99,"69331",FALSE
"3632","2506e8ee","24147e8","Male",NA,112,"74627",FALSE
"3633","dac38424","b2bccee1","Female","Secret",100,"20398",TRUE
"3634","cb32ee30","ea6875e","Male","Secret",108,"73899",TRUE
"3635","53988460","70f6069b","Female","Secret",80,"24632",TRUE
"3636","dd40af84","3d63a437","Male",NA,107,"20398",TRUE
"3637","7e1c4b19","70d749d8","Male","Public",112,"69764",TRUE
"3638","9a66799b","9e00c7d0","Male","Public",104,"39943",TRUE
"3639","64aa08b6","a1a3b0ea","Male","Secret",109,"23483",TRUE
"3640","5c093763","99b5663a","Male","Secret",107,"13873",TRUE
"3641","6043f829","1a1ea481","Male","Public",107,"19550",TRUE
"3642","4b080fa6","a62a9f8a","Male",NA,93,"96633",TRUE
